epoch,accuracy,learning_rate,loss,sensitivity,val_accuracy,val_loss,val_sensitivity
0,0.8588879704475403,9.999999747378752e-05,0.31323570013046265,0.8588879704475403,0.5475285053253174,0.8854217529296875,0.5475285053253174
