epoch,accuracy,loss,sensitivity,specificity,val_accuracy,val_loss,val_sensitivity,val_specificity
0,0.8604474663734436,0.3136387765407562,0.849056601524353,0.9344262480735779,NA,NA,NA,NA
1,0.9495639204978943,0.1474890112876892,0.9411764740943909,0.9491525292396545,NA,NA,NA,NA
2,0.979522168636322,0.07929616421461105,0.9814814925193787,0.9814814925193787,NA,NA,NA,NA
3,0.9893818497657776,0.04591619595885277,1.0,0.9322034120559692,NA,NA,NA,NA
4,0.9867273569107056,0.047476835548877716,1.0,1.0,NA,NA,NA,NA
